,short_name,similarity_score
5065,J. Drolè,0.76458114
2755,V. Misidjan,0.76458114
2612,M. Moreno,0.76458114
2773,R. Gómez,0.76458114
2048,Pedro Henrique,0.76458114
2333,I. Sosa,0.76458114
5865,S. Yılmaz,0.76458114
4038,Denilson,0.76458114
6816,K. Yuruki,0.76458114
3080,Luquinhas,0.76458114
1798,R. Durmisi,0.76458114
5149,S. Rosales,0.76458114
3009,Santi da Bruma,0.76458114
2640,A. Diakhaby,0.76458114
4127,C. Fierro,0.76458114
1513,O. Elabdellaoui,0.76458114
2984,Marco Sangalli,0.76458114
914,M. Niang,0.76458114
4428,J. Muñoz,0.76458114
5134,S. Ndlovu,0.76458114
5165,Gerson Rodrigues,0.76458114
384,F. Mendy,0.76458114
6873,M. Bottani,0.76458114
968,K. Lasagna,0.76458114
6174,F. Ourega,0.76458114
4589,E. Castillo,0.76458114
5729,C. Rivas,0.76458114
22,A. Griezmann,0.76455355
990,I. Scocco,0.7641845
2427,M. Stiepermann,0.7641633
4939,Y. Croizet,0.7641633
1445,Fede Vico,0.7640944
366,E. Zahavi,0.76401263
2020,B. Dabo,0.76383364
3055,Álex Díez,0.7634097
858,E. Guichón,0.7634097
6222,Aitor,0.7634097
6254,J. Mills,0.7634097
6943,M. Fujita,0.7634097
3556,J. Robinson,0.7634097
1853,K. Lawrence,0.7634097
6789,G. Williams,0.7634097
3896,C. Martina,0.7634097
5582,J. Gammelby,0.7634097
1665,M. Lowton,0.7634097
2932,R. Métanire,0.7634097
2340,C. Daniels,0.7634097
4473,Y. Opanasenko,0.7634097
5375,P. Souaré,0.7634097
951,M. Plattenhardt,0.7634097
4035,C. Michelin,0.7634097
4304,S. Logan,0.7634097
5906,S. Al Muwallad,0.7634097
2443,G. Cunningham,0.7634097
6748,B. Burns,0.7634097
5313,N. Eardley,0.7634097
853,Ronaldo Esler,0.7634097
407,R. Rodríguez,0.7634097
4614,Hildeberto Pereira,0.763094
2744,J. Iturbe,0.7627836
144,E. Višća,0.7627637
2479,M. Bolaños,0.76272285
1376,Luiz Araújo,0.76272285
1250,E. Choupo-Moting,0.76272285
518,A. Saint-Maximin,0.76272285
2156,O. Kolář,0.76261604
3370,A. Tinnerholm,0.76232475
2577,D. Verde,0.76173776
1405,E. Velázquez,0.7614801
174,D. Djené,0.7614801
806,B. Mee,0.7614801
3676,L. Ebecilio,0.7611526
3547,Sergi Canós,0.7611526
3818,M. El Kabir,0.7611526
1264,Rochina,0.7611526
1693,L. Fernández,0.7611526
1974,S. Morrison,0.76108915
1444,T. Kongolo,0.76108915
1328,B. Ndiaye,0.76108325
6405,D. Oldaker,0.7606421
5364,H. Muath,0.76028657
1233,Mossoró,0.76005894
48,D. Mertens,0.75965005
6743,S. Gartenmann,0.759421
3021,M. Frýdek,0.759421
640,N. Pallois,0.7593922
482,K. Glik,0.7593922
2799,V. Găman,0.7593922
651,A. Hamdallah,0.75911385
189,Falcao,0.75911385
1303,E. Gigliotti,0.75911385
501,R. Jiménez,0.75905967
2512,S. Vittor,0.75905967
6687,D. Asprilla,0.75905967
2075,I. Slimani,0.75905967
1643,G. Charbonnier,0.75905967
1495,C. Fassnacht,0.75905967
4315,Mano,0.7590121
4844,J. Magennis,0.7590121
2889,A. Rispoli,0.7590121
6289,D. Maatsen,0.7590121
3183,A. Oğuz,0.7590121
710,D. Dumfries,0.7590121
6615,F. Brustad,0.7590121
3043,T. Malacia,0.7590121
1058,S. Ristovski,0.7590121
5687,M. Massop,0.7590121
3198,T. Barkhuizen,0.7590121
3692,S. O'Donnell,0.7590121
5981,J. Asoro,0.7590121
7060,E. Hewitt,0.7590121
720,H. Hateboer,0.7590121
7109,L. Young,0.7590121
1984,D. Diekmeier,0.7590121
2833,R. De Laet,0.7590121
137,K. Walker,0.7590121
5451,D. Lovitz,0.7590121
4232,S. Karamoko,0.7590121
148,G. Lo Celso,0.75899786
6961,A. Barlow,0.75854766
1134,Xeka,0.75854766
7151,A. Irving,0.75854766
752,M. Zárate,0.75844353
1434,O. Idrissi,0.75844353
1014,M. Carcela-González,0.75844353
741,V. Grifo,0.75844353
337,Quaresma,0.75844353
49,M. Hummels,0.7584251
143,R. Mahrez,0.7583591
2605,A. Halilović,0.7583591
4421,P. Forsell,0.75812525
3139,C. Nyman,0.7580376
6566,M. Cortés,0.7580376
7514,T. McNamee,0.75768894
2164,J. Figal,0.75768894
4828,M. Zullo,0.7576298
2890,Fábio,0.7576298
5708,L. Hyam,0.75663143
6685,C. Rojas,0.75663143
6045,I. Ssewankambo,0.75663143
6934,S. Mensiro,0.75663143
1993,Sandro,0.75663143
488,D. Lovren,0.75663143
7230,J. O'Brien,0.75663143
4958,A. Rolin,0.75663143
4334,Sílvio,0.75663143
1619,J. McCarthy,0.75663143
2441,Arribas,0.75663143
637,E. Pérez,0.75663143
5249,J. Flanagan,0.75663143
4198,C. Dibon,0.75663143
4224,L. Paganini,0.75663143
338,J. Mathieu,0.75663143
2303,Mario Álvarez,0.75663143
1309,S. Sanogo,0.75663143
4154,S. Martínez,0.75663143
2937,Carles Planas,0.75663143
578,P. Jones,0.75663143
6906,Li Jianbin,0.75663143
2256,M. Zaldivia,0.75663143
1564,V. Behrami,0.75663143
3326,N. Baker,0.75663143
4895,C. Erbes,0.75663143
1840,M. Agu,0.75663143
3484,Rodri Tarín,0.75663143
5752,D. Marney,0.75663143
7143,A. Chakraborty,0.75663143
3164,J. Šimunović,0.75663143
5201,M. Haïdara,0.75663143
788,L. Fejsa,0.75663143
465,S. Bender,0.75663143
1345,A. Aguilmera,0.75663143
3674,H. Mier,0.75663143
603,A. Fernández,0.75663143
499,S. Vrsaljko,0.75663143
5049,R. Porteous,0.75663143
5371,N. Thompson,0.75663143
141,D. Tadić,0.75639486
157,M. Rashford,0.756207
1329,A. Mena,0.75582933
345,Renato Augusto,0.7557795
1201,A. Turan,0.75537294
6132,A. Jackson-Hamel,0.7551772
493,S. Berghuis,0.7550829
5302,C. Maguire,0.7546574
209,Rodrigo,0.7546308
2616,Aitor,0.7546308
1327,O. Romero,0.7541944
763,J. dos Santos,0.7539787
116,Felipe Anderson,0.7539003
411,Deulofeu,0.7538672
3318,R. van La Parra,0.7538672
169,W. Zaha,0.7538672
3019,Nilsito Vilela,0.7538672
630,F. Orellana,0.7538672
3199,G. Wikheim,0.7538672
5077,T. Ambrose,0.7538672
2936,Y. Mokhtar,0.7538672
3550,B. Garnica,0.7538672
4638,S. Khelifi,0.7538672
6401,B. Boutobba,0.7538672
6774,Murilo Mendes,0.7538672
3413,B. Kololli,0.7538672
5418,Y. Toutouh,0.7538672
4703,E. Rashani,0.7538672
3010,Cristian Lodeira,0.7538672
2246,K. Frei,0.7538672
544,Richarlison,0.7538672
1038,Y. El Arabi,0.7538672
2111,R. Kent,0.7538672
6135,G. Iancu,0.7538672
6714,V. Castellanos,0.7538672
2698,M. Mahi,0.7538672
1834,G. Caprari,0.7538672
6100,D. Dos Santos,0.7538672
5105,T. Fosu,0.7538672
6491,S. Spiridonović,0.7538672
1307,A. Knockaert,0.7538672
2888,Diego Farías,0.7538672
1731,D. Szoboszlai,0.7538672
3753,Ukra,0.7538672
3824,Y. El Ghanassy,0.7538672
827,G. Ramírez,0.7538672
4976,F. Manríquez,0.75382304
5389,M. van der Maarel,0.7537953
3380,Zhang Linpeng,0.7537953
2803,N. Asare,0.7537953
6533,M. Demetriou,0.7537953
5952,C. Handke,0.7537953
5386,L. Vilsvik,0.7537953
7098,A. Marciniak,0.7537953
839,H. Sakai,0.7537953
3895,M. Smith,0.7537953
4949,A. Frączczak,0.7537953
4310,E. Lichaj,0.7537953
5908,L. Doucouré,0.7537953
947,Trezeguet,0.7535643
1970,M. Alustiza,0.7532722
4044,J. Larsson,0.753221
3217,R. Mirzov,0.753221
2214,A. Limbombe,0.753221
1784,Ontiveros,0.753221
587,David Villa,0.753221
3621,A. Trajkovski,0.753221
1763,Bruno Xadas,0.75314933
4326,G. Molins,0.753144
730,Bruma,0.75307
2463,O. John,0.75291324
2126,M. Pereira Lage,0.7527705
4291,A. Djoum,0.7527705
2167,D. Blanco,0.7527705
3809,F. Sammaritano,0.7527705
4214,Álvaro Peña,0.7527705
3502,F. Honorat,0.7527705
104,Arthur,0.7527705
3891,S. Diallo,0.7527705
5315,D. Ferreira,0.7527705
2201,Diego Lopes,0.7527705
1760,E. Reynoso,0.7527705
3498,N. Barrios,0.7527705
4064,L. Morosini,0.7527705
6134,Rafa de Vicente,0.7527705
1079,P. Foden,0.7527705
4209,C. Valenzuela,0.7527705
5512,Robert,0.7527705
4601,J. Payne,0.7527705
6129,S. Scougall,0.7527705
2449,M. Rzatkowski,0.7527705
6959,F. Nmecha,0.7527705
5513,B. Enobakhare,0.7527705
2451,J. Cuevas,0.7527705
1663,D. Drexler,0.7527705
3030,G. Maroni,0.7527705
1897,Z. Ferhat,0.7527705
4325,F. Acuña,0.7527705
1952,Ivo,0.7527705
6345,H. Cochrane,0.7527705
2364,E. Vecchio,0.7527705
1267,C. Villanueva,0.7527705
1200,J. Dátolo,0.7527705
276,Giuliano,0.7527705
1722,Dani Rochelinhas,0.7527705
3571,A. Zapata,0.7527705
1241,Pablo Hernández,0.7527705
5550,D. De Silva,0.7527705
4805,J. Reina,0.7527705
2910,M. Duffy,0.7527705
198,M. Kruse,0.7527705
3634,L. Garritano,0.7527705
2310,L. Jiménez,0.7527705
2175,D. Kamada,0.7527705
528,R. Loftus-Cheek,0.7522275
1051,R. Saponara,0.7522275
309,Pablo Fornals,0.7522275
3174,Javier Espinosa,0.7522275
3853,G. Hairemans,0.7520082
2186,M. Stendera,0.75186276
58,Isco,0.7512869
1059,E. Vargas,0.75110954
6528,B. Dickenson,0.75051093
7251,J. Thorsen,0.7504347
2395,Juan Cala,0.7504347
3051,K. Danso,0.7504347
5332,Qin Sheng,0.7504347
3743,K. Árnason,0.7504347
6898,L. Legge,0.7504347
846,N. Domínguez,0.7504347
7063,T. Doyle,0.7504347
3839,G. Kagelmacher,0.7504347
3142,Adryan,0.7500137
471,D. Perotti,0.7500137
3161,E. Berggreen,0.749777
4276,P. Huntington,0.749525
3132,P. Haring,0.749525
1326,E. Valencia,0.74945927
2242,M. Çağıran,0.7494022
2759,Vako,0.7493382
2,Neymar Jr,0.749103
2105,E. Sarić,0.7488
87,G. Higuaín,0.7484682
2862,A. Weber,0.74827486
2902,M. Besler,0.7481936
1064,F. Ferreyra,0.748161
4123,M. Turay,0.748161
4295,Edgar,0.748161
4386,P. Hoban,0.748161
3840,M. Rondón,0.748161
6909,B. Stokke,0.748161
7090,M. Rose,0.7479411
527,De Tomás,0.74771893
356,M. Parolo,0.74771893
5265,Borja Domínguez,0.74761903
6974,K. Thorstvedt,0.74761903
2658,S. Gustafson,0.74761903
2793,Aitor Sanz,0.747493
98,K. Havertz,0.74736494
5348,Gu Cao,0.74719346
2011,S. Ilsanker,0.74719346
1284,N. Viergever,0.74719346
348,L. Piszczek,0.74719346
927,S. Boufal,0.74702525
972,D. Baier,0.74690527
4341,D. Opare,0.7468583
6076,T. James,0.7466389
5961,J. Carbonero,0.74663633
1236,Vieirinha,0.74630374
2854,Hao Junmin,0.7462788
1718,G. Giménez,0.7462788
6840,B. McNamee,0.7462788
1572,H. Rodallega,0.74596775
2600,J. Léa Siliki,0.74596775
7119,A. Tveter,0.74596775
2756,A. Benali,0.74596775
3242,M. Demir,0.74596775
5150,M. Thiam,0.74596775
5916,N. Maturana,0.74596775
2582,A. Peñaranda,0.74596775
2547,M. Cuisance,0.74596775
5349,Eduardo Neto,0.74596775
4203,C. Çavlan,0.74596775
434,H. Çalhanoğlu,0.74596775
742,F. Tait,0.74596775
4279,L. Tomlin,0.74596775
5861,I. Yagan,0.74596775
2636,Nuno Santos,0.74596775
3654,M. Saymak,0.74596775
2668,C. Espinoza,0.74596775
901,Andreas Pereira,0.74596775
5838,Ricardinho,0.74596775
635,A. Yarmolenko,0.74596775
2400,R. Rodelin,0.74596775
6977,A. Canbaz,0.74596775
676,O. Zinchenko,0.74596775
6632,E. Ledesma,0.74596775
4393,S. Ameobi,0.74596775
6552,J. McAnuff,0.74596775
811,J. Guðmundsson,0.74596775
6581,L. Martin,0.7454148
5615,Alex Gorrín,0.7454148
2675,M. Bešić,0.7454148
3821,L. Taylor,0.7454148
1137,M. Livaja,0.7454148
498,S. Zaza,0.7454148
677,O. Yokuşlu,0.74531335
3172,S. Lletget,0.7453078
4555,I. Ledezma,0.7452385
563,Ricardo Horta,0.7452385
3628,F. Schnellhardt,0.7452385
3153,J. Rodríguez,0.7452385
2202,T. Murg,0.7452385
1034,Carlos Eduardo,0.7452385
4779,D. Bottinelli,0.7452385
2996,Zhang Xizhe,0.7452385
3772,I. Aissati,0.7452385
1751,E. Barco,0.7452385
1204,Diego Castro,0.7452385
278,M. Balotelli,0.7450821
3984,P. Pomykal,0.744717
5117,A. Gilbey,0.744717
2934,M. Pérez,0.7445462
4434,M. Urruti,0.74451315
3403,E. Alioski,0.74451315
5202,C. Aneke,0.7442418
400,L. Paredes,0.74420214
1140,A. Rusnák,0.7441851
1413,Y. Bissouma,0.7441851
845,I. Fernández,0.7433204
3034,O. Kökçü,0.7433204
2088,Claudiano Sobrino,0.7433204
5416,Cerrajería,0.7433204
2665,S. Khaoui,0.7433204
409,Campaña,0.7433204
3459,M. Rygaard,0.7433204
2828,O. Kaya,0.7433204
6342,J. Furdal,0.7433204
1557,G. Gönül,0.742984
2952,J. Fjóluson,0.7426842
2826,Christian Fernández,0.7426842
2676,F. Sørensen,0.7426842
2369,T. Hořava,0.74247694
1821,B. Dack,0.74247694
106,L. Goretzka,0.74235094
5272,J. Gjasula,0.7420884
5457,G. Stewart,0.7420884
7338,J. Dunleavy,0.74208
214,A. Kramarić,0.74198097
3776,W. Brama,0.74188626
6164,N. Devlin,0.741751
6091,A. Al Ghamdi,0.74040395
3384,Kike Márquez,0.74040395
2346,L. Grabban,0.74040395
6414,R. Hardie,0.74040395
3996,Dani Gómez,0.74040395
3752,Hugo Vieira,0.74040395
3784,K. Németh,0.74040395
3788,R. Bobadilla,0.74040395
754,G. Hoarau,0.74036133
6115,D. Bergqvist,0.7403578
1115,B. Engels,0.7403578
1450,R. Christie,0.7403026
3664,M. Ljujić,0.7403026
1730,P. Vaquizo,0.7402766
3118,O. Omoijuanfo,0.7402766
4255,L. Ciman,0.7402438
83,M. Icardi,0.73936784
4822,K. LuaLua,0.73931175
5271,I. Henderson,0.73913604
4771,L. Chambers,0.73904294
2597,D. Lamkel Zé,0.7390397
725,L. Dunk,0.7386032
5438,C. Arias,0.73834616
3767,Yeom Ki Hun,0.73834616
1208,R. Palacio,0.73834616
3681,N. Foor,0.73831975
2746,T. Xhaka,0.7379122
6759,W. Nightingale,0.7379122
1603,J. Hogg,0.7379122
5414,Gerard Badía,0.73757344
1052,E. Bičakčić,0.7375176
4857,S. Eriksson,0.7375176
6895,A. Falatah,0.7375176
2478,Roberto Torres,0.7375054
163,L. Digne,0.7370091
446,A. Gignac,0.73696685
980,D. Cvitanich,0.73696685
7497,M. Sheaf,0.73662573
5319,G. Roberts,0.73662573
4442,L. Manyama,0.73662573
3054,L. Vera,0.73662573
819,T. Cairney,0.73662573
3622,R. Schoofs,0.73662573
5109,D. Duarte,0.73662573
3599,R. Andrich,0.73662573
1524,P. Klement,0.73662573
4830,F. Ojo,0.7364179
4354,Juan Dominguez,0.7364179
5732,L. Guaycochea,0.7364179
7356,M. Daly,0.7364179
5432,M. Welzmüller,0.7364179
6265,L. Novak,0.7364179
2110,M. Shaparenko,0.7364179
2993,D. Villalpando,0.7364179
6016,L. Amos,0.7364179
6012,M. Vitale,0.7364179
4360,Javi Ros,0.7364179
6746,Lee Jin Hyun,0.7364179
1182,V. Claesson,0.7364179
5737,J. Leiva,0.7364179
2063,A. Ricaurte,0.7364179
4633,I. Alibaev,0.7364179
5031,Freddy Cardouso,0.7364179
6412,O. Custodio,0.7364179
5665,R. Williams,0.7364179
1122,Y. Aït Bennasser,0.7364179
6438,D. Bojanić,0.7364179
202,Illarramendi,0.7364179
5953,M. Wassey,0.7364179
6585,C. Doudin,0.7364179
957,Pedro Obiang,0.7364179
5495,X. Mlambo,0.7364179
5760,N. Adams,0.7364179
4364,R. Millar,0.7364179
4609,D. Louiserre,0.7364179
6433,T. Morishima,0.7364179
1694,Óscar Plano,0.7364179
5707,C. Sloth,0.7364179
734,Sérgio Oliveira,0.7364179
4331,A. Shinnie,0.7364179
505,I. Marcone,0.7364179
4880,Kim Sung Joon,0.7364179
6021,O. Rathbone,0.7364179
4594,Jon Toral,0.7364179
2091,Nicolás Formido,0.7364179
6692,T. Andreu,0.7364179
510,R. Bentancur,0.7364179
5700,A. Al Salem,0.7364179
4885,Marc Mateu,0.7364179
4728,T. Nedelev,0.7364179
6659,Lee Jae Kwon,0.7364179
1100,M. Locatelli,0.7364179
6040,M. Opondo,0.7364179
7521,B. Kirdar,0.7364179
1869,J. van Overeem,0.7364179
6694,S. Zúñiga,0.7364179
4522,A. Grgić,0.7364179
6679,A. Al Mutairi,0.7364179
1091,Edu Expósito,0.7364179
7313,Ryu Jae Moon,0.7364179
6466,A. Martínez,0.7364179
1087,A. Mac Allister,0.7364179
6947,B. Alston,0.7364179
7066,D. Parrett,0.7364179
3745,A. Ramírez,0.7364179
4884,Mario Ortíz,0.7364179
1375,A. Diawara,0.7364179
7357,B. Provoste,0.7364179
4938,Choe Yeong Joon,0.7364179
3761,N. Viola,0.7364179
4923,Im Seon Yeong,0.7364179
2024,Alan Patrick,0.7364179
4233,E. Aguilar,0.7364179
118,João Moutinho,0.7364179
810,P. Groß,0.7364179
2534,R. Morioka,0.7364179
5775,C. Lines,0.7364179
3381,S. Aydoğdu,0.7364179
5060,Alex Bermejo,0.7364179
3341,M. Formica,0.7364179
6492,C. Álvarez,0.7364179
1677,Recio,0.7364179
5069,M. Andersen,0.7364179
2750,R. Žulj,0.7364179
7376,A. Soñora,0.7364179
6247,J. Mellis,0.7364179
1039,Fransérgio,0.7364179
1045,André André,0.7364179
5594,C. Boukholda,0.7364179
3538,C. Rodríguez,0.7364179
6355,J. Ponceau,0.7364179
6337,R. Eckardt,0.7364179
3008,Mauro Riboas,0.7364179
2290,L. Gil,0.7364179
4551,Rúben Oliveira,0.7364179
3026,S. Rybalka,0.7364179
5070,Y. Guzmán,0.7364179
6561,Carlos Caballero,0.7364179
5072,L. Necul,0.7364179
7372,J. Altamirano,0.7364179
1438,M. Zajc,0.7364179
182,Jorginho,0.7364179
6720,C. Styles,0.7364179
7212,A. Al Nazera,0.7364179
5596,Y. Nazaryna,0.7364179
7512,M. Timlin,0.7364179
5951,K. Rodrigues Pires,0.7364179
6542,V. Hammershøj-Mistrati,0.7364179
6168,S. Rodríguez,0.7364179
5368,A. Taugourdeau,0.7364179
4161,Kim Jong Woo,0.7364179
1746,I. Bennacer,0.7364179
4593,H. Kryeziu,0.7364179
5170,G. Navarrete,0.7364179
4001,Nacho Méndez,0.7364179
3773,M. Coutadeur,0.7364179
5577,You Ju An,0.7364179
3418,M. Cabrera,0.7364179
2571,S. Vasiliadis,0.7364179
2517,T. Zwane,0.7364179
2656,R. Azeez,0.7364179
4578,J. Grant,0.7364179
6588,A. Wordsworth,0.7364179
3478,Romário Baró,0.7364179
6156,A. Wildig,0.7364179
4110,M. Ricci,0.7364179
3519,J. Andrada,0.7364179
894,M. Lopez,0.7364179
3362,A. El Said,0.7364179
4518,P. Dziczek,0.7364179
6877,R. Finn,0.7364179
3793,R. Tesche,0.7364179
2457,André Martins,0.7364179
948,P. Lees-Melou,0.7364179
7308,H. Al Qahtani,0.7364179
6769,E. Williamson,0.7364179
2275,P. Ceppelini,0.7364179
1739,D. Sow,0.7364179
5360,N. Gorobsov,0.7364179
4961,A. Vacca,0.7364179
5110,R. Lundqvist,0.7364179
7301,N. Leemhuis,0.7364179
1807,V. Vada,0.7364179
4030,L. Palmiero,0.7364179
5929,C. Espinosa,0.7364179
6879,J. O'Shea,0.7364179
3967,Renaldo Justinho,0.7364179
6155,S. Jakobsen,0.73608464
3630,J. Jeanvier,0.73608464
6158,C. Dikamona,0.73608464
3336,Botía,0.73608464
547,E. Dier,0.73608464
35,D. Godín,0.73608464
997,P. Wernbloom,0.73608464
2444,Germán,0.73608464
7219,Li Peng,0.73608464
987,G. Cahill,0.73608464
4313,A. Collin,0.73608464
1570,G. Cabral,0.73608464
555,J. Murillo,0.73608464
4104,G. Valsvik,0.73608464
5429,M. Dos Santos,0.73608464
744,N. Maksimović,0.73608464
843,C. Izquierdoz,0.73608464
2702,A. Tarek,0.73608464
405,Yeray,0.73608464
6601,K. Bülow,0.73608464
5032,K. Gjasula,0.73608464
7129,N. Correa,0.73608464
6123,M. Preston,0.73608464
2026,Hong Jeong Ho,0.73608464
955,R. Funes Mori,0.73608464
2418,Etxeita,0.73608464
2371,L. Mabiala,0.73608464
5846,C. Schösswendter,0.73608464
936,S. Aziz,0.73608464
4383,M. Silva,0.73608464
5226,S. Wangberg,0.73608464
4694,Lucas Áfrico,0.73608464
595,M. Škrtel,0.73608464
1168,E. Mangala,0.73608464
958,Bruno,0.73608464
1904,Ricardo Costa,0.73608464
1862,Daniel Ayala,0.73608464
7124,G. Warren,0.73608464
1699,M. Schnatterer,0.7359606
2782,M. Rosenberg,0.7350888
2121,D. Rossi,0.73501253
1323,F. Mancuello,0.73501253
1043,Sergio León,0.73501253
3713,M. Dawson,0.73481977
1620,M. Wakaso,0.73463374
3316,G. Friend,0.7346305
316,G. Kondogbia,0.7343693
7355,R. Nadkarni,0.7343693
646,T. Inui,0.7343693
2311,G. Pandev,0.7343693
1457,S. Thioub,0.7343693
6521,A. Sarcevic,0.7343693
2689,J. Nieto,0.7343693
7504,D. Stynes,0.7343693
961,A. Younes,0.7343693
590,S. Kalou,0.7343693
3333,K. Laribi,0.7343693
4954,F. Falco,0.7343693
5673,H. Mojica,0.7343693
4219,I. Bel Hassani,0.7343693
2099,Erick Gameira,0.7343693
1767,P. Roberts,0.7343693
1854,Hélder Costa,0.7343693
2253,Hwang Ui Jo,0.7343693
3672,S. Araujo,0.7343693
1651,Leonardo,0.7343693
824,Nolito,0.7343693
4626,João Vigário,0.7343693
3747,S. Allagui,0.7343693
2587,Brandon Thomas,0.7343693
700,Denis Suárez,0.7343693
2604,Heriberto Tavares,0.7343693
5424,H. Bahebri,0.7343693
2401,Dani Pacheco,0.7343693
2261,Pere Milla,0.7343693
7037,F. Rodríguez,0.7343693
161,T. Lemar,0.7343693
3075,B. Trawally,0.7343693
2553,O. Ejaria,0.7343693
5494,R. Blanco,0.7343693
1738,N. Benedetti,0.73400676
697,M. Gregoritsch,0.7339404
2000,F. Rinaudo,0.73392326
2912,G. Kashia,0.73392326
1199,L. Ponzio,0.73392326
634,I. Belfodil,0.7338932
770,V. Moses,0.7338932
442,Nani,0.7338932
4788,A. Reyna,0.7338932
1903,R. Nuzzolo,0.7336553
5,K. De Bruyne,0.73352045
748,C. Tévez,0.7333125
949,J. Shelvey,0.7331078
1482,N. Castillo,0.73304945
2305,M. Pinilla,0.73304945
263,Aduriz,0.73274285
4750,Jung Jo Gook,0.73274285
2659,P. Díaz,0.73274285
5303,J. Fojut,0.73274285
1255,M. Lang,0.73274285
2380,J. Molina,0.73274285
1910,C. Maggio,0.73274285
4772,S. Morison,0.73274285
3252,U. Hünemeier,0.73274285
4308,A. Dona Ndoh,0.73274285
4887,M. Đurić,0.73274285
3711,G. McAuley,0.73274285
2325,M. Russ,0.73274285
314,G. Xhaka,0.7321153
4296,Chong Te Se,0.7321034
330,A. Ljajić,0.73188347
463,M. Valbuena,0.73188347
7276,S. Mackie,0.73165345
1907,R. Hubník,0.73124236
2255,J. Czerwiński,0.73124236
4826,P. Fabian,0.73124236
2827,J. Basanta,0.73124236
3906,A. Henríquez,0.73124236
7458,K. Cowan,0.73124236
1833,J. Geis,0.7312016
2707,Pedrinho,0.7312016
937,O. Özyakup,0.7309568
6884,S. McGinn,0.7309568
4284,M. Figueroa,0.73088306
329,M. Brozović,0.7308026
1886,A. Ciciretti,0.7305192
791,S. Wagner,0.73043984
2406,A. Gunnarsson,0.73014647
4150,M. Konczkowski,0.72954816
474,K. Trippier,0.72954816
5326,A. Nouri,0.72954816
6706,D. Ernst,0.72954816
664,I. Sarr,0.7294693
2420,Y. Öztekin,0.7294693
992,L. Schøne,0.7294233
363,H. Mkhitaryan,0.7294233
4868,M. Reginiussen,0.7294233
2614,Diego González,0.7291636
2849,K. Nakamura,0.7289172
597,D. Valeri,0.7289172
3105,S. Uçan,0.72885567
1249,M. Albrighton,0.728834
1749,O. Edouard,0.7287685
1874,F. Đuričić,0.7287685
1389,A. Elis,0.7287668
286,Ander Herrera,0.7287439
3907,R. Robayo,0.7287439
1046,Wilson Eduardo,0.7285981
4368,D. Alibec,0.7280523
880,L. Cook,0.7279372
3764,T. Clarke,0.7277618
2316,G. Rodríguez,0.7277618
2501,A. Correa,0.7277618
344,Jardel,0.7277618
2709,C. Zimmermann,0.7277618
1256,N. Sánchez,0.7277618
979,R. Civelli,0.7277618
5137,L. Wahlqvist,0.7275674
12,H. Kane,0.72746474
1089,B. Embolo,0.72696084
5866,S. Mantom,0.7269324
110,N. Fekir,0.7268748
4964,E. Cantero,0.72673833
6142,S. Gündüz,0.7264576
1042,R. Funes Mori,0.7263809
1858,A. González,0.7263161
3145,J. Wallace,0.7263161
433,Manu Trigueros,0.7263161
627,Iago Falqué,0.7263161
2030,L. Krejčí,0.7263161
2907,M. Albornoz,0.7263161
1585,N. Dirar,0.7263161
5598,M. Kennedy,0.7263161
2185,Eugeni,0.72597325
661,E. Riquero,0.72597325
2971,D. Kądzior,0.72597325
300,Rosberto Dourado,0.72597325
1035,L. Rodríguez,0.7258076
4271,D. Milićević,0.7253275
5840,S. Bidaoui,0.7250734
1775,Aleix Febas,0.7250734
1956,Titi,0.72483784
491,D. Vida,0.72483784
205,N. Otamendi,0.72483784
4141,M. Yattara,0.72482145
1584,S. Kums,0.7243306
817,Hugo Mallo,0.72417086
4250,L. Licht,0.72417086
6068,Y. Ibrahimaj,0.7235927
4820,D. Hylton,0.7235927
2232,T. Leibold,0.7235927
2672,N. Dovedan,0.7234478
423,H. Vanaken,0.7234478
140,Pizzi,0.7234478
2039,Y. Yotún,0.7233949
6634,A. MacDonald,0.7233949
3796,K. Wolze,0.7233949
6682,T. Lindenhahn,0.7233949
1259,P. van Aanholt,0.7233949
5483,N. Fujita,0.7233949
632,Escudero,0.7233949
1868,T. Letschert,0.7233079
7501,R. Feely,0.7233079
5422,S. Thesker,0.7233079
5918,M. Yedro,0.72310793
2961,T. Ben Haim,0.72275895
5018,Dener Rolim,0.7225209
1527,P. Mantalos,0.72192824
2731,J. Correa,0.721645
4453,A. Vilches,0.721645
1623,F. Caputo,0.721645
5011,J. Parraguez,0.721645
7201,M. Drennan,0.721645
5090,S. Guzmán,0.721645
5780,A. Rooney,0.721645
1684,A. Donnarumma,0.721645
7033,L. Angol,0.721645
704,M. Meyer,0.721645
6376,Dani Molina,0.721645
5826,J. Devitt,0.721645
3756,G. Dorrans,0.721645
7164,B. Sambou,0.721645
1029,T. Pukki,0.721645
4753,D. Nugent,0.721645
5763,I. Khalili,0.721645
6395,M. Akçay,0.721645
5009,M. Taylor,0.721645
1631,Quique,0.721645
3348,C. Santos,0.721645
3168,Felipe Curcio,0.721645
4689,M. McNulty,0.721645
